Gemeinde;AGS;Mietenstufe
Krempel;1051061;1
Kremperheide;1061056;2
Krempermoor;1061057;2
Krems II;1060050;3
Krogaspe;1058091;2
Krokau;1057040;3
Kronprinzenkoog;1051062;1
Kronsgaard;1059136;1
Kronshagen;1058092;4
Kronsmoor;1061058;2
Kropp;1059053;1
Kröppelshagen-Fahrendorf;1053072;3
Krukow;1053074;3
Krummbek;1057041;3
Krummendiek;1061059;2
Krummesse;1053075;3
Krummwisch;1058093;2
Krumstedt;1051063;1
Krüzen;1053073;3
Kuddewörde;1053076;3
Kuden;1051064;1
Kudensee;1061060;2
Kühren;1057042;3
Kühsen;1053077;3
Kükels;1060051;3
Kulpin;1053078;3
Kummerfeld;1056032;3
Labenz;1053079;3
Laboe;1057043;3
Ladelund;1054073;2
Lägerdorf;1061061;2
Lammershagen;1057044;3
Landrecht;1061062;2
Landscheide;1061063;2
Langballig;1059137;1
Langeln;1056034;3
Langeneß;1054074;5
Langenhorn;1054075;2
Langenlehsten;1053080;3
Langstedt;1059138;1
Langwedel;1058094;2
Lankau;1053081;3
Lanze;1053082;3
Lasbek;1062089;4
Latendorf;1060052;3
Lauenburg/Elbe;1053083;4
Lebrade;1057045;3
Leck;1054076;2
Leezen;1060053;3
Lehe;1051065;1
Lehmkuhlen;1057046;3
Lehmrade;1053084;3
Lensahn;1055027;3
Lentföhrden;1060054;3
Lexgaard;1054077;2
Lieth;1051067;1
Linau;1053085;3
Lindau;1058096;2
Linden;1051068;1
Lindewitt;1059179;1
List;1054078;2
Lockstedt;1061064;2
Lohbarbek;1061065;2
Lohe-Föhrden;1058097;2
Lohe-Rickelshof;1051069;1
Loit;1059055;1
Looft;1061066;2
Loop;1058098;2
Loose;1058099;2
Löptin;1057047;3
Lottorf;1059056;1
Löwenstedt;1054079;2
Lübeck;1003000;4
Lüchow;1053086;3
Luhnstedt;1058101;2
Lunden;1051071;1
Lürschau;1059057;1
Lütau;1053087;3
Lütjenburg;1057048;3
Lütjenholm;1054080;2
Lütjensee;1062045;4
Lütjenwestedt;1058100;2
Lutterbek;1057049;3
Lutzhorn;1056035;3
Maasbüll;1059141;1
Maasholm;1059142;1
Malente;1055028;3
Manhagen;1055029;3
Marne;1051072;1
Marnerdeich;1051073;1
Martensrade;1057050;3
Mechow;1053088;3
Meddewade;1062046;4
Medelby;1059143;1
Meezen;1058103;2
Meggerdorf;1059058;1
Mehlbek;1061067;2
Meldorf;1051074;1
Melsdorf;1058104;2
Meyn;1059144;1
Midlum;1054083;5
Mielkendorf;1058105;2
Mildstedt;1054084;2
Mittelangeln;1059185;1
Möhnsen;1053089;3
Mohrkirch;1059060;1
Molfsee;1058107;2
Mölln;1053090;3
Mönkeberg;1057051;3
Mönkhagen;1062048;4
Mönkloh;1060056;3
Moordiek;1061068;2
Moorhusen;1061070;2
Moorrege;1056036;3
Mörel;1058106;2
Mözen;1060057;3
Mucheln;1057052;3
Mühbrook;1058108;2
Mühlenbarbek;1061071;2
Mühlenrade;1053091;3
Munkbrarup;1059145;1
Münsterdorf;1061072;2
Müssen;1053092;3
Mustin;1053093;3
Nahe;1060058;3
Nebel;1054085;5
Negenharrie;1058109;2
Negernbötel;1060059;3
Nehms;1060060;3
Nehmten;1057053;3
Neritz;1062050;4
Nettelsee;1057054;3
Neu Duvenstedt;1058111;2
Neuberend;1059062;1
Neudorf-Bornstein;1058110;2
Neuenbrook;1061073;2
Neuendeich;1056037;3
Neuendorf bei Elmshorn;1061074;2
Neuendorf-Sachsenbande;1061119;2
Neuengörs;1060061;3
Neuenkirchen;1051075;1
Neufeld;1051076;1
Neufelderkoog;1051077;1
Neukirchen;1054086;2
Neukirchen;1055031;3
Neumünster;1004000;3
Neustadt in Holstein;1055032;3
Neuwittenbek;1058112;2
Neversdorf;1060062;3
Nieblum;1054087;5
Niebüll;1054088;2
Nieby;1059147;1
Nienborstel;1058113;2
Nienbüttel;1061076;2
Niendorf bei Berkenthin;1053094;3
Niendorf/Stecknitz;1053095;3
Nienwohld;1062051;4
Niesgrau;1059148;1
Nindorf;1051078;1
Nindorf;1058115;2
Noer;1058116;2
Norddeich;1051079;1
Norddorf auf Amrum;1054089;5
Norderbrarup;1059063;1
Norderfriedrichskoog;1054090;2
Norderheistedt;1051080;1
Nordermeldorf;1051137;1
Norderstedt;1060063;6
Norderwöhrden;1051081;1
Nordhackstedt;1059149;1
Nordhastedt;1051082;1
Nordstrand;1054091;2
Norstedt;1054092;2
Nortorf;1061077;2
Nortorf;1058117;2
Nottfeld;1059065;1
Nübbel;1058118;2
Nübel;1059098;1
Nusse;1053096;3
Nutteln;1061078;2
Nützen;1060064;3
Ockholm;1054093;2
Odderade;1051083;1
Oelixdorf;1061079;2
Oering;1060065;3
Oersberg;1059067;1
Oersdorf;1060066;3
Oeschebüttel;1061080;2
Oesterdeichstrich;1051084;1
Oesterwurth;1051140;1
Oevenum;1054094;5
Oeversee;1059184;1
Offenbüttel;1051085;1
Oldenborstel;1061081;2
Oldenburg in Holstein;1055033;3
Oldenbüttel;1058119;2
Oldendorf;1061082;2
Oldenhütten;1058120;2
Oldenswort;1054095;2
Oldersbek;1054096;2
Olderup;1054097;2
Oldsum;1054098;5
Osdorf;1058121;2
Ostenfeld ;1054099;2
Ostenfeld ;1058122;2
Osterby;1058123;2
Osterby;1059151;1
Osterhever;1054100;2
Osterhorn;1056038;3
Oster-Ohrstedt;1054101;2
Osterrade;1051086;1
Osterrönfeld;1058124;2
Osterstedt;1058125;2
Ostrohe;1051087;1
Oststeinbek;1062053;4
Ottenbüttel;1061083;2
Ottendorf;1058126;2
Owschlag;1058127;2
Padenstedt;1058128;2
Pahlen;1051088;1
Panker;1057055;3
Panten;1053097;3
Passade;1057056;3
Peissen;1061084;2
Pellworm;1054103;5
Pinneberg;1056039;5
Plön;1057057;3
Pogeez;1053098;3
Poggensee;1053099;3
Pohnsdorf;1057058;3
Pölitz;1062056;4
Pommerby;1059152;1
Poppenbüll;1054104;2
Pöschendorf;1061085;2
Postfeld;1057059;3
Poyenberg;1061086;2
Prasdorf;1057060;3
Preetz;1057062;3
Prinzenmoor;1058129;2
Prisdorf;1056040;3
Probsteierhagen;1057063;3
Pronstorf;1060067;3
Puls;1061087;2
Quarnbek;1058130;2
Quarnstedt;1061088;2
Quickborn;1051089;1
Quickborn;1056041;5
Raa-Besenbek;1056042;3
Rabel;1059154;1
Rabenholz;1059155;1
Rabenkirchen-Faulück;1059068;1
Rade;1061089;2
Rade bei Hohenwestedt;1058131;2
Rade bei Rendsburg;1058132;2
Ramhusen;1051090;1
Ramstedt;1054105;2
Rantrum;1054106;2
Rantzau;1057065;3
Rastorf;1057066;3
Ratekau;1055035;4
Rathjensdorf;1057067;3
Ratzeburg;1053100;3
Rausdorf;1062058;4
Reesdorf;1058133;2
Reher;1061091;2
Rehhorst;1062059;4
Rehm-Flehde-Bargen;1051092;1
Reinbek;1062060;5
Reinfeld ;1062061;4
Reinsbüttel;1051093;1
Rellingen;1056043;5
Remmels;1058134;2
Rendsburg;1058135;3
Rendswühren;1057068;3
Rethwisch;1061092;2
Rethwisch;1062062;4
Reußenköge;1054108;2
Rickert;1058136;2
Rickling;1060068;3
Riepsdorf;1055036;3
Rieseby;1058137;2
Ringsberg;1059157;1
Risum-Lindholm;1054109;2
Ritzerau;1053101;3
Rodenäs;1054110;2
Rodenbek;1058138;2
Rohlstorf;1060069;3
Römnitz;1053102;3
Rondeshagen;1053103;3
Rosdorf;1061093;2
Roseburg;1053104;3
Rügge;1059070;1
Ruhwinkel;1057069;3
Rumohr;1058139;2
Rümpel;1062065;4
Sahms;1053106;3
Salem;1053107;3
Sandesneben;1053108;3
Sankt Annen;1051096;1
Sankt Margarethen;1061095;2
Sankt Michaelisdonn;1051097;1
Sankt Peter-Ording;1054113;2
Sarlhusen;1061096;2
Sarzbüttel;1051098;1
Saustrup;1059072;1
Schaalby;1059073;1
Schacht-Audorf;1058140;2
Schackendorf;1060070;3
Schafflund;1059158;1
Schafstedt;1051099;1
Schalkholz;1051100;1
Scharbeutz;1055044;4
Schashagen;1055037;3
Scheggerott;1059074;1
Schellhorn;1057070;3
Schenefeld;1061097;2
Schenefeld;1056044;7
Schieren;1060071;3
Schierensee;1058141;2
Schillsdorf;1057071;3
Schinkel;1058142;2
Schiphorst;1053109;3
Schlesen;1057072;3
Schleswig;1059075;3
Schlichting;1051102;1
Schlotfeld;1061098;2
Schmalensee;1060072;3
Schmalfeld;1060073;3
Schmalstede;1058143;2
Schmedeswurth;1051103;1
Schmilau;1053110;3
Schnakenbek;1053111;3
Schnarup-Thumby;1059076;1
Schönbek;1058144;2
Schönberg;1053112;3
Schönberg ;1057073;3
Schönhorst;1058145;2
Schönkirchen;1057074;3
Schönwalde am Bungsberg;1055038;3
Schretstaken;1053113;3
Schrum;1051104;1
Schuby;1059077;1
Schulendorf;1053115;3
Schülldorf;1058146;2
Schülp;1051105;1
Schülp bei Nortorf;1058147;2
Schülp bei Rendsburg;1058148;2
Schürensöhlen;1053114;3
Schwabstedt;1054116;2
Schwartbuck;1057076;3
Schwarzenbek;1053116;4
Schwedeneck;1058150;2
Schwentinental;1057091;4
Schwesing;1054118;2
Schwissel;1060074;3
Seedorf;1053117;3
Seedorf;1060075;3
Seefeld;1058151;2
Seester;1056033;3
Seestermühe;1056045;3
Seeth;1054119;2
Seeth-Ekholt;1056046;3
Sehestedt;1058152;2
Selent;1057077;3
Selk;1059078;1
Seth;1060076;3
Siebenbäumen;1053118;3
Siebeneichen;1053119;3
Siek;1062069;4
Sierksdorf;1055039;3
Sierksrade;1053120;3
Sievershütten;1060077;3
Sieverstedt;1059159;1
Silberstedt;1059079;1
Silzen;1061100;2
Simonsberg;1054120;2
Sirksfelde;1053121;3
Sollerup;1059162;1
Sollwitt;1054123;2
Sommerland;1061101;2
Sönnebüll;1054121;2
Sophienhamm;1058154;2
Sören;1058153;2
Sörup;1059161;1
Sprakebüll;1054124;2
Stadum;1054125;2
Stafstedt;1058155;2
Stakendorf;1057078;3
Stangheck;1059163;1
Stapel;1059188;1
Stapelfeld;1062071;4
Stedesand;1054126;2
Steenfeld;1058156;2
Stein;1057079;3
Steinberg;1059164;1
Steinbergkirche;1059186;1
Steinburg;1062091;4
Steinfeld;1059080;1
Steinhorst;1053122;3
Stelle-Wittenwurth;1051107;1
Sterley;1053123;3
Sterup;1059167;1
Stipsdorf;1060079;3
Stockelsdorf;1055040;4
Stocksee;1060080;3
Stolk;1059081;1
Stolpe;1057080;3
Stoltebüll;1059168;1
Stoltenberg;1057081;3
Stördorf;1061102;2
Störkathen;1061103;2
Strande;1058157;2
Strübbel;1051108;1
Struckum;1054128;2
Strukdorf;1060081;3
Struvenhütten;1060082;3
Struxdorf;1059082;1
Stubben;1053124;3
Stuvenborn;1060084;3
Süderau;1061104;2
Süderbrarup;1059083;1
Süderdeich;1051109;1
Süderdorf;1051139;1
Süderende;1054129;5
Süderfahrenstedt;1059084;1
Süderhackstedt;1059169;1
Süderhastedt;1051110;1
Süderheistedt;1051141;1
Süderhöft;1054130;2
Süderlügum;1054131;2
Südermarsch;1054132;2
Sülfeld;1060085;3
Süsel;1055041;3
Sylt;1054168;6
Taarstedt;1059086;1
Tackesdorf;1058158;2
Talkau;1053125;3
Tangstedt;1056047;3
Tangstedt;1062076;4
Tappendorf;1058159;2
Tarbek;1060086;3
Tarp;1059171;1
Tasdorf;1057083;3
Tastrup;1059101;1
Tating;1054134;2
Techelsdorf;1058160;2
Tellingstedt;1051114;1
Tensbüttel-Röst;1051138;1
Tensfeld;1060087;3
Tetenbüll;1054135;2
Tetenhusen;1059087;1
Thaden;1058161;2
Thumby;1058162;2
Tielen;1059088;1
Tielenhemme;1051117;1
Timmaspe;1058163;2
Timmendorfer Strand;1055042;3
Tinningstedt;1054136;2
Todenbüttel;1058164;2
Todendorf;1062078;4
Todesfelde;1060088;3
Tolk;1059090;1
Tönning;1054138;2
Tornesch;1056048;5
Tramm;1053126;3
Trappenkamp;1060089;3
Travenbrück;1062092;4
Travenhorst;1060090;3
Traventhal;1060091;3
Treia;1059092;1
Tremsbüttel;1062081;4
Trennewurth;1051118;1
Trittau;1062082;4
Tröndel;1057082;3
Tümlauer Koog;1054140;2
Tüttendorf;1058165;2
Twedt;1059097;1
Uelvesbüll;1054141;2
Uetersen;1056049;4
Ülsby;1059093;1
Ulsnis;1059094;1
Uphusum;1054142;2
Utersum;1054143;5
Vaale;1061105;2
Vaalermoor;1061106;2
Viöl;1054144;2
Vollerwiek;1054145;2
Vollstedt;1054146;2
Volsemenhusen;1051119;1
Waabs;1058166;2
Wacken;1061107;2
Wagersrott;1059095;1
Wahlstedt;1060092;3
Wahlstorf;1057084;3
Wakendorf I;1060093;3
Wakendorf II;1060094;3
Walksfelde;1053127;3
Wallen;1051120;1
Wallsbüll;1059173;1
Wanderup;1059174;1
Wangelau;1053128;3
Wangels;1055043;3
Wankendorf;1057085;3
Wapelfeld;1058167;2
Warder;1058168;2
Warnau;1057086;3
Warringholz;1061108;2
Warwerort;1051121;1
Wasbek;1058169;2
Wattenbek;1058170;2
Weddelbrook;1060095;3
Weddingstedt;1051122;1
Wedel;1056050;6
Weede;1060096;3
Wees;1059176;1
Weesby;1059177;1
Welmbüttel;1051125;1
Welt;1054148;2
Wendtorf;1057087;3
Wennbüttel;1051126;1
Wenningstedt - Braderup ;1054149;2
Wensin;1060097;3
Wentorf ;1053130;3
Wentorf bei Hamburg;1053129;5
Wesenberg;1062094;4
Wesselburen;1051127;1
Wesselburener Deichhausen;1051128;1
Wesselburenerkoog;1051129;1
Wesseln;1051130;1
Westensee;1058171;2
Westerau;1062083;4
Westerborstel;1051131;1
Westerdeichstrich;1051132;1
Westerhever;1054150;2
Westerholz;1059178;1
Westerhorn;1056051;3
Westermoor;1061109;2
Wester-Ohrstedt;1054152;2
Westerrade;1060098;3
Westerrönfeld;1058172;2
Westre;1054154;2
Wewelsfleth;1061110;2
Wiedenborstel;1061111;2
Wiemersdorf;1060099;3
Wiemerstedt;1051133;1
Wiershop;1053131;3
Willenscharen;1061112;2
Wilster;1061113;2
Windbergen;1051134;1
Windeby;1058173;2
Winnemark;1058174;2
Winnert;1054156;2
Winseldorf;1061114;2
Winsen;1060100;3
Wisch;1054157;2
Wisch;1057088;3
Witsum;1054158;5
Wittbek;1054159;2
Wittdün auf Amrum;1054160;5
Wittenbergen;1061115;2
Wittenborn;1060101;3
Wittmoldt;1057089;3
Witzeeze;1053132;3
Witzhave;1062086;4
Witzwort;1054161;2
Wobbenbüll;1054162;2
Wohlde;1059096;1
Wohltorf;1053133;3
Wöhrden;1051113;1
Wolmersdorf;1051135;1
Woltersdorf;1053134;3
Worth;1053135;3
Wrist;1061116;2
Wrixum;1054163;5
Wrohm;1051136;1
Wulfsmoor;1061117;2
Wyk auf Föhr;1054164;5
Zarpen;1062087;4
Ziethen;1053136;3
Abtsbessingen;16065001;1
Ahlstädt;16069001;1
Albersdorf;16074001;2
Alkersleben;16070001;1
Allendorf;16073001;2
Alperstedt;16068001;1
Altenberga;16074002;2
Altenbeuthen;16073002;2
Altenburg;16077001;2
Altenfeld;16070002;1
Altengottern;16064001;1
Altersbach;16066001;1
Altkirchen;16077002;1
Am Ohmberg;16061116;1
Amt Wachsenburg;16070028;1
Andisleben;16068002;1
Angelroda;16070003;1
Anrode;16064073;1
Apolda;16071001;2
Arenshausen;16061001;1
Arnstadt;16070004;2
Artern/Unstrut;16065002;1
Asbach-Sickenberg;16061002;1
Aschenhausen;16066002;1
Auengrund;16069058;1
Auma-Weidatal;16076092;1
Bachfeld;16072001;1
Bad Berka;16071003;1
Bad Blankenburg;16073005;2
Bad Colberg-Heldburg;16069002;1
Bad Frankenhausen/Kyffhäuser;16065003;1
Bad Klosterlausnitz;16074003;2
Bad Köstritz;16076003;1
Bad Langensalza;16064003;1
Bad Liebenstein;16063099;1
Bad Lobenstein;16075062;1
Bad Salzungen;16063003;2
Bad Sulza;16071004;1
Bad Tennstedt;16064004;1
Ballhausen;16064005;1
Ballstädt;16067003;1
Ballstedt;16071005;1
Barchfeld-Immelborn;16063004;1
Bechstedt;16073006;2
Bechstedtstraß;16071006;1
Beichlingen;16068003;1
Beinerstadt;16069003;1
Bellstedt;16065005;1
Belrieth;16066005;1
Benshausen;16066006;1
Berga/Elster;16076004;1
Berka v. d. Hainich;16063006;1
Berka/Werra;16063007;1
Berlingerode;16061003;1
Berlstedt;16071007;1
Bermbach;16066008;1
Bernterode bei Heilbad Heiligenstadt;16061004;1
Bethenhausen;16076006;1
Bibra;16074004;2
Bienstädt;16067004;1
Bilzingsleben;16068004;1
Birkenfelde;16061007;1
Birkenhügel;16075002;1
Birx;16066012;1
Bischofrod;16069004;1
Bischofroda;16063008;1
Blankenberg;16075003;1
Blankenburg;16064007;1
Blankenhain;16071008;1
Blankenstein;16075004;1
Bleicherode;16062002;1
Bobeck;16074005;2
Bocka;16076007;1
Bodelwitz;16075006;1
Bodenrode-Westhausen;16061012;1
Böhlen;16070005;1
Bollberg;16074006;2
Bornhagen;16061014;1
Borxleben;16065008;1
Bösleben-Wüllersleben;16070006;1
Bothenheilingen;16064008;1
Brahmenau;16076008;1
Braunichswalde;16076009;1
Brehme;16061015;1
Breitenworbis;16061017;1
Breitungen/Werra;16066013;1
Bremsnitz;16074007;2
Bretleben;16065011;1
Brotterode-Trusetal;16066074;1
Bruchstedt;16064009;1
Brüheim;16067005;1
Brünn/Thür.;16069006;1
Brunnhartshausen;16063009;1
Bucha;16074008;2
Bucha;16075008;1
Büchel;16068005;1
Buchfart;16071009;1
Bufleben;16067006;1
Buhla;16061019;1
Bürgel;16074009;2
Burgk;16075009;1
Burgwalde;16061021;1
Buttelstedt;16071011;1
Buttlar;16063011;1
Buttstädt;16068006;1
Büttstedt;16061018;1
Caaschwitz;16076012;1
Christes;16066015;1
Clingen;16065012;1
Crawinkel;16067008;1
Creuzburg;16063013;1
Crimla;16076014;1
Crispendorf;16075013;1
Crossen an der Elster;16074012;2
Cursdorf;16073013;2
Daasdorf a. Berge;16071012;1
Dachwig;16067009;1
Dankmarshausen;16063014;1
Deesbach;16073014;2
Dermbach;16063015;1
Deuna;16061022;1
Diedorf/Rhön;16063016;1
Dieterode;16061023;1
Dietzenrode/Vatterode;16061024;1
Dillstädt;16066016;1
Dingelstädt;16061025;1
Dingsleben;16069008;1
Dippach;16063017;1
Dittersdorf;16075014;1
Dobitschen;16077003;1
Döbritschen;16071013;1
Döbritz;16075016;1
Döllstädt;16067011;1
Donndorf;16065013;1
Dornburg-Camburg;16074011;2
Dornheim;16070008;1
Döschnitz;16073017;2
Dreba;16075018;1
Drei Gleichen;16067086;1
Dreitzsch;16075019;1
Dröbischau;16073021;2
Drogen;16077004;1
Drognitz;16073107;2
Dünwald;16064014;1
Ebeleben;16065014;1
Ebenshausen;16063019;1
Eberstedt;16071015;1
Ecklingerode;16061026;1
Eckstedt;16068007;1
Effelder;16061027;1
Ehrenberg;16069009;1
Eichenberg;16069011;1
Eichenberg;16074016;2
Eichstruth;16061028;1
Eineborn;16074017;2
Einhausen;16066017;1
Eisenberg;16074018;1
Eisfeld;16069012;1
Elgersburg;16070011;1
Elleben;16070012;1
Ellersleben;16068008;1
Ellingshausen;16066018;1
Ellrich;16062005;1
Elxleben;16068009;1
Elxleben;16070013;1
Emleben;16067013;1
Empfertshausen;16063023;1
Endschütz;16076017;1
Erbenhausen;16066019;1
Eschenbergen;16067016;1
Eßbach;16075023;1
Eßleben-Teutleben;16068011;1
Ettersburg;16071017;1
Etzelsrode;16062006;1
Etzleben;16065016;1
Fambach;16066022;1
Ferna;16061031;1
Flarchheim;16064017;1
Floh-Seligenthal;16066023;1
Fockendorf;16077005;1
Föritz;16072005;1
Frankenblick;16072023;1
Frankendorf;16071019;1
Frankenhain;16070014;1
Frankenheim/Rhön;16066024;1
Frankenroda;16063028;1
Frauenprießnitz;16074019;2
Frauenwald;16070015;1
Freienbessingen;16065018;1
Freienhagen;16061032;1
Freienorla;16074021;2
Fretterode;16061033;1
Friedelshausen;16066025;1
Friedersdorf;16070016;1
Friedrichroda;16067019;1
Friedrichsthal;16062007;1
Friedrichswerth;16067021;1
Friemar;16067022;1
Frömmstedt;16068012;1
Gangloffsömmern;16068013;1
Gauern;16076019;1
Gebesee;16068014;1
Gefell;16075131;1
Gehlberg;16070017;1
Gehofen;16065019;1
Geisa;16063032;1
Geisenhain;16074022;2
Geisleden;16061034;1
Geismar;16061035;1
Georgenthal/Thür. Wald;16067025;1
Geraberg;16070019;1
Gerbershausen;16061036;1
Gernrode;16061037;1
Geroda;16075029;1
Gerstenberg;16077007;1
Gerstengrund;16063033;1
Gerstungen;16063097;1
Gerterode;16061038;1
Gertewitz;16075031;1
Geschwenda;16070021;1
Gierstädt;16067026;1
Gillersdorf;16070022;1
Glasehausen;16061039;1
Gneus;16074024;2
Göhren;16077008;1
Goldbach;16067027;1
Goldisthal;16072006;1
Göllnitz;16077009;1
Golmsdorf;16074026;2
Gompertshausen;16069015;1
Göpfersdorf;16077011;1
Görkwitz;16075033;1
Görsbach;16062008;1
Gorsleben;16065022;1
Göschitz;16075034;1
Gösen;16074025;2
Gossel;16070023;1
Gössitz;16075035;1
Gößnitz;16077012;1
Gotha;16067029;2
Grabfeld;16066094;1
Gräfenhain;16067032;1
Gräfenroda;16070024;1
Gräfenthal;16073028;2
Graitschen b. Bürgel;16074028;2
Greiz;16076022;1
Greußen;16065023;1
Griefstedt;16068015;1
Grimmelshausen;16069016;1
Grobengereuth;16075039;1
Großbartloff;16061041;1
Großbockedra;16074029;2
Großbreitenbach;16070025;1
Großbrembach;16068016;1
Großenehrich;16065084;1
Großengottern;16064018;1
Großensee;16063036;1
Großenstein;16076023;1
Großeutersdorf;16074031;2
Großfahner;16067033;1
Großheringen;16071022;1
Großlöbichau;16074032;2
Großlohra;16062009;1
Großmölsen;16068017;1
Großneuhausen;16068019;1
Großobringen;16071023;1
Großpürschütz;16074033;2
Großrudestedt;16068021;1
Großschwabhausen;16071025;1
Großvargula;16064019;1
Grub;16069017;1
Gumperda;16074034;2
Günstedt;16068022;1
Guthmannshausen;16068023;1
Haina;16067035;1
Hainichen;16074036;2
Hainrode/Hainleite;16062014;1
Hainspitz;16074037;2
Hallungen;16063037;1
Hammerstedt;16071027;1
Hardisleben;16068024;1
Harra;16075042;1
Harth-Pöllnitz;16076088;1
Hartmannsdorf;16074038;2
Hartmannsdorf;16076026;1
Harztor;16062065;1
Haselbach;16077015;1
Haßleben;16068025;1
Hausen;16061043;1
Haussömmern;16064021;1
Hauteroda;16065031;1
Haynrode;16061044;1
Heichelheim;16071028;1
Heideland;16074039;2
Heilbad Heiligenstadt;16061045;2
Helbedündorf;16065032;1
Heldrungen;16065033;1
Hellingen;16069019;1
Helmsdorf;16061046;1
Hemleben;16065034;1
Henfstädt;16069021;1
Henneberg;16066028;1
Henschleben;16068026;1
Herbsleben;16064022;1
Heringen/Helme;16062064;1
Hermsdorf;16074041;2
Heroldishausen;16064023;1
Herrenhof;16067036;1
Herrnschwende;16068027;1
Herschdorf;16070027;1
Hetschburg;16071031;1
Heukewalde;16077016;1
Heuthen;16061047;1
Heyersdorf;16077017;1
Heygendorf;16065035;1
Hilbersdorf;16076027;1
Hildburghausen;16069024;1
Hirschberg;16075046;1
Hirschfeld;16076028;1
Hochheim;16067037;1
Hohenfelden;16071032;1
Hohengandern;16061048;1
Hohenkirchen;16067039;1
Hohenleuben;16076029;1
Hohenstein;16062062;1
Hohenwarte;16073035;2
Hohes Kreuz;16061049;1
Holzsußra;16065038;1
Hopfgarten;16071034;1
Hornsömmern;16064027;1
Hörsel;16067088;1
Hörselberg-Hainich;16063098;1
Hummelshain;16074042;2
Hümpfershausen;16066033;1
Hundhaupten;16076033;1
Ichstedt;16065039;1
Ifta;16063039;1
Ilmenau;16070029;2
Ilmtal-Weinstraße;16071101;1
Isseroda;16071036;1
Issersheilingen;16064029;1
Jenalöbnitz;16074043;2
Jonaswalde;16077018;1
Kahla;16074044;2
Kalbsrieth;16065042;1
Kallmerode;16061054;1
Kaltennordheim;16063102;1
Kaltensundheim;16066035;1
Kaltenwestheim;16066036;1
Kammerforst;16064032;1
Kannawurf;16068028;1
Kapellendorf;16071037;1
Karlsdorf;16074045;2
Katzhütte;16073037;2
Kauern;16076034;1
Kaulsdorf;16073038;2
Kefferhausen;16061055;1
Kehmstedt;16062024;1
Keila;16075047;1
Kella;16061056;1
Kiliansroda;16071038;1
Kindelbrück;16068029;1
Kirchgandern;16061057;1
Kirchheilingen;16064033;1
Kirchheim;16070031;1
Kirchworbis;16061058;1
Kirschkau;16075048;1
Kleinbartloff;16061059;1
Kleinbockedra;16074046;2
Kleinbodungen;16062025;1
Kleinbrembach;16068031;1
Kleinebersdorf;16074047;2
Kleineutersdorf;16074048;2
Kleinfurra;16062026;1
Kleinmölsen;16068032;1
Kleinneuhausen;16068033;1
Kleinobringen;16071039;1
Kleinschwabhausen;16071042;1
Kleinwelsbach;16064035;1
Klettbach;16071043;1
Klettstedt;16064036;1
Kloster Veßra;16069025;1
Knau;16075049;1
Ködderitzsch;16071044;1
Kölleda;16068034;1
Königsee-Rottenbach;16073112;2
Korbußen;16076036;1
Körner;16064037;1
Kospoda;16075051;1
Kraftsdorf;16076089;1
Kraja;16062029;1
Kranichfeld;16071046;1
Krauthausen;16063046;1
Krautheim;16071047;1
Krayenberggemeinde;16063101;1
Kreuzebra;16061061;1
Kriebitzsch;16077022;1
Krölpa;16075129;1
Krombach;16061062;1
Kromsdorf;16071048;1
Kühdorf;16076038;1
Kühndorf;16066038;1
Küllstedt;16061063;1
Kutzleben;16064038;1
Kyffhäuserland;16065085;1
Laasdorf;16074049;2
Langenleuba-Niederhain;16077023;1
Langenorla;16075054;1
Langenwetzendorf;16076039;1
Langenwolschendorf;16076041;1
Lauscha;16072011;1
Lausnitz b. Neustadt an der Orla;16075056;1
Lauterbach;16063049;1
Lederhose;16076042;1
Lehesten;16074051;2
Lehesten;16073046;2
Lehnstedt;16071049;1
Leimbach;16063051;1
Leinatal;16067083;1
Leinefelde-Worbis;16061115;1
Lemnitz;16075057;1
Lengfeld;16069026;1
Lenterode;16061065;1
Leutenberg;16073106;2
Leutenthal;16071051;1
Leutersdorf;16066039;1
Lichte;16073049;2
Liebenstein;16070033;1
Linda b. Neustadt an der Orla;16075061;1
Linda b. Weida;16076043;1
Lindenkreuz;16076044;1
Lindewerra;16061066;1
Lindig;16074052;2
Lippersdorf-Erdmannsdorf;16074053;2
Lipprechterode;16062033;1
Löberschütz;16074054;2
Löbichau;16077026;1
Lödla;16077027;1
Löhma;16075063;1
Lucka;16077028;1
Luisenthal;16067044;1
Lumpzig;16077029;1
Lutter;16061067;1
Mackenrode;16061068;1
Magdala;16071053;1
Mannstedt;16068035;1
Marisfeld;16069028;1
Markvippach;16068036;1
Marolterode;16064043;1
Marth;16061069;1
Martinroda;16070034;1
Masserberg;16069061;1
Mechelroda;16071055;1
Mehmels;16066041;1
Mehna;16077031;1
Meiningen;16066042;2
Mellenbach-Glasbach;16073054;2
Mellingen;16071056;1
Melpers;16066043;1
Menteroda;16064072;1
Mertendorf;16074055;2
Metzels;16066044;1
Meura;16073055;2
Meusebach;16074056;2
Meuselbach-Schwarzmühle;16073056;2
Meuselwitz;16077032;2
Miesitz;16075065;1
Mihla;16063055;1
Milda;16074057;2
Mittelpöllnitz;16075066;1
Mittelsömmern;16064045;1
Möckern;16074058;2
Mohlsdorf-Teichwolframsdorf;16076093;1
Molschleben;16067047;1
Mönchenholzhausen;16071057;1
Mönchpfiffel-Nikolausrieth;16065046;1
